mean_real,variance_real,skewness_real,kurtosis_real,mean_imag,variance_imag,skewness_imag,kurtosis_imag
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.7960206623683566,37.73884054522324,3.2483396916681224,10.878021361645953,0.00503727464353787,0.4456905777693354,0.04592381902754476,0.47522672468355587
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.7662085495526447,35.98243074756948,3.1715177106774277,10.193852167930489,-0.00035369383510897023,-0.0386459773665084,-0.007021807078181741,-0.08845462535456122
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.7671031235721557,36.05580236423712,3.17965873694457,10.27975754577177,2.703008803450757e-05,0.0026868555182901345,0.0006296957087677038,0.008811804952908526
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.7670719628267717,36.05281910558972,3.1792199912577455,10.275121312248267,3.4811563409675728e-06,-0.0002103592699582201,-4.4387046408684445e-05,-0.000817263460980892
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.7670730627626696,36.05292447473027,3.1792090189163993,10.313544422520154,4.89847167273183e-06,-1.8937068028411326e-05,0.0001209763177649056,-0.006056964970353369
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.7670730449438565,36.05253976232716,3.190557063781252,-120.37206504827849,4.753945859192754e-06,4.831754460876049e-05,-0.05212465885647793,-9.310689693590614
